Entry	Entry name	Protein names	Gene ontology IDs	Gene ontology (GO)	Gene names
A0A1S3P9L7	A0A1S3P9L7_SALSA	dedicator of cytokinesis protein 7 isoform X5	GO:0005085; GO:0007264	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]	LOC106584026
A0A1S3P9L9	A0A1S3P9L9_SALSA	dedicator of cytokinesis protein 7 isoform X13	GO:0005085; GO:0007264	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]	LOC106584026
A0A1S3P9M1	A0A1S3P9M1_SALSA	dedicator of cytokinesis protein 7 isoform X10	GO:0005085; GO:0007264	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]	LOC106584026
A0A1S3P9M5	A0A1S3P9M5_SALSA	dedicator of cytokinesis protein 7 isoform X15	GO:0005085; GO:0007264	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]	LOC106584026
A0A1S3P9Q9	A0A1S3P9Q9_SALSA	dedicator of cytokinesis protein 7 isoform X4	GO:0005085; GO:0007264	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]	LOC106584026
A0A1S3P9R3	A0A1S3P9R3_SALSA	dedicator of cytokinesis protein 7 isoform X9	GO:0005085; GO:0007264	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]	LOC106584026
A0A1S3P9R7	A0A1S3P9R7_SALSA	dedicator of cytokinesis protein 7 isoform X14	GO:0005085; GO:0007264	guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]	LOC106584026
A0A1S3P9M6	A0A1S3P9M6_SALSA	VWFA and cache domain-containing protein 1	GO:0016021	integral component of membrane [GO:0016021]	LOC106584031
A0A1S3P9U5	A0A1S3P9U5_SALSA	cytochrome P450 2J2-like	GO:0005506; GO:0016021; GO:0016712; GO:0020037	integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]	LOC106584062
B5X9P1	B5X9P1_SALSA	E3 ubiquitin-protein ligase RNF138	GO:0016874	ligase activity [GO:0016874]	RN138 rn138
A0A1S3PA61	A0A1S3PA61_SALSA	nucleoprotein TPR-like isoform X5	GO:0006606	protein import into nucleus [GO:0006606]	LOC106584135
A0A1S3PA79	A0A1S3PA79_SALSA	nucleoprotein TPR-like isoform X3	GO:0006606	protein import into nucleus [GO:0006606]	LOC106584135
A0A1S3PA90	A0A1S3PA90_SALSA	nucleoprotein TPR-like isoform X1	GO:0006606	protein import into nucleus [GO:0006606]	LOC106584135
A0A1S3PAC0	A0A1S3PAC0_SALSA	nucleoprotein TPR-like isoform X4	GO:0006606	protein import into nucleus [GO:0006606]	LOC106584135
A0A1S3PAE1	A0A1S3PAE1_SALSA	nucleoprotein TPR-like isoform X2	GO:0006606	protein import into nucleus [GO:0006606]	LOC106584135
A0A1S3PA66	A0A1S3PA66_SALSA	proteoglycan 4-like isoform X3	GO:0046872	metal ion binding [GO:0046872]	LOC106584136
A0A1S3PA95	A0A1S3PA95_SALSA	proteoglycan 4-like isoform X1	GO:0005044; GO:0006955; GO:0030247	polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]; immune response [GO:0006955]	LOC106584136
A0A1S3PAE6	A0A1S3PAE6_SALSA	proteoglycan 4-like isoform X2	GO:0005044; GO:0006955; GO:0030247	polysaccharide binding [GO:0030247]; scavenger receptor activity [GO:0005044]; immune response [GO:0006955]	LOC106584136
A0A1S3PA01	A0A1S3PA01_SALSA	ras-like protein family member 11B	GO:0003924; GO:0005525; GO:0007165; GO:0016020	membrane [GO:0016020]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal transduction [GO:0007165]	rasl11b
A0A1S3PB33	A0A1S3PB33_SALSA	cytochrome P450 2J2-like	GO:0005506; GO:0016021; GO:0016712; GO:0020037	integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]	LOC106584291
A0A1S3PBB7	A0A1S3PBB7_SALSA	kininogen-1-like	GO:0004869	cysteine-type endopeptidase inhibitor activity [GO:0004869]	LOC106584303
A0A1S3PBL0	A0A1S3PBL0_SALSA	Sulfhydryl oxidase (EC 1.8.3.2)	GO:0005623; GO:0016021; GO:0016971; GO:0045454	cell [GO:0005623]; integral component of membrane [GO:0016021]; flavin-linked sulfhydryl oxidase activity [GO:0016971]; cell redox homeostasis [GO:0045454]	LOC106584316
A0A1S3PC38	A0A1S3PC38_SALSA	signal-transducing adaptor protein 2-like	GO:0035591	signaling adaptor activity [GO:0035591]	LOC106584395
A0A1S3PCF1	A0A1S3PCF1_SALSA	OCIA domain-containing protein 1-like isoform X1			LOC106584493 LOC106596885
A0A1S3PCG8	A0A1S3PCG8_SALSA	OCIA domain-containing protein 1-like isoform X3			LOC106584493 LOC106596885
A0A1S3QVC5	A0A1S3QVC5_SALSA	OCIA domain-containing protein 1-like isoform X2			LOC106596885 LOC106584493
A0A1S3PCE6	A0A1S3PCE6_SALSA	peroxisome proliferator-activated receptor alpha-like	GO:0003707; GO:0004879; GO:0005634; GO:0008270; GO:0043565	nucleus [GO:0005634]; nuclear receptor activity [GO:0004879]; sequence-specific DNA binding [GO:0043565]; steroid hormone receptor activity [GO:0003707]; zinc ion binding [GO:0008270]	LOC106584489
A0A1S3PCS4	A0A1S3PCS4_SALSA	mucin-2-like			LOC106584523
A0A1S3PCJ7	A0A1S3PCJ7_SALSA	non-muscle caldesmon-like isoform X1	GO:0003779; GO:0007165	actin binding [GO:0003779]; signal transduction [GO:0007165]	LOC106584524
A0A1S3PCP6	A0A1S3PCP6_SALSA	non-muscle caldesmon-like isoform X2	GO:0003779; GO:0007165	actin binding [GO:0003779]; signal transduction [GO:0007165]	LOC106584524
A0A1S3PCS9	A0A1S3PCS9_SALSA	non-muscle caldesmon-like isoform X4	GO:0003779; GO:0007165	actin binding [GO:0003779]; signal transduction [GO:0007165]	LOC106584524
A0A1S3PCT6	A0A1S3PCT6_SALSA	non-muscle caldesmon-like isoform X3	GO:0003779; GO:0007165	actin binding [GO:0003779]; signal transduction [GO:0007165]	LOC106584524
B5DGC1	B5DGC1_SALSA	Fast myotomal muscle troponin-I (troponin I, fast skeletal muscle-like)	GO:0005861	troponin complex [GO:0005861]	tnni2 LOC106584521
A0A1S3PCZ7	A0A1S3PCZ7_SALSA	acyl-coenzyme A thioesterase 1-like	GO:0006637; GO:0016790	thiolester hydrolase activity [GO:0016790]; acyl-CoA metabolic process [GO:0006637]	LOC106584566
A0A1S3PD13	A0A1S3PD13_SALSA	zona pellucida sperm-binding protein 3-like	GO:0007339; GO:0035803; GO:0035804	structural constituent of egg coat [GO:0035804]; binding of sperm to zona pellucida [GO:0007339]; egg coat formation [GO:0035803]	LOC106584579
A0A1S3PD04	A0A1S3PD04_SALSA	zona pellucida sperm-binding protein 3-like	GO:0007339; GO:0035803; GO:0035804	structural constituent of egg coat [GO:0035804]; binding of sperm to zona pellucida [GO:0007339]; egg coat formation [GO:0035803]	LOC106584578
A0A1S3PCY1	A0A1S3PCY1_SALSA	uncharacterized protein LOC106584594 isoform X2			LOC106584594
A0A1S3PD51	A0A1S3PD51_SALSA	uncharacterized protein LOC106584594 isoform X1			LOC106584594
A0A1S3PD55	A0A1S3PD55_SALSA	tyrosine-protein phosphatase non-receptor type 5-like	GO:0004725; GO:0016021	integral component of membrane [GO:0016021]; protein tyrosine phosphatase activity [GO:0004725]	LOC106584593
A0A1S3PDG9	A0A1S3PDG9_SALSA	DENN domain-containing protein 5B-like			LOC106584672
A0A1S3PDY6	A0A1S3PDY6_SALSA	zona pellucida sperm-binding protein 3-like	GO:0007339; GO:0035803; GO:0035804	structural constituent of egg coat [GO:0035804]; binding of sperm to zona pellucida [GO:0007339]; egg coat formation [GO:0035803]	LOC106584671
A0A1S3PDC0	A0A1S3PDC0_SALSA	ankyrin-3-like			LOC106584643
Q6SES0	Q6SES0_SALSA	Delta-6 fatty acyl desaturase D6fad_a (delta-6 fatty acyl desaturase) (delta-6 fatty acyl desaturase isoform X1)	GO:0006629; GO:0016021; GO:0016213	integral component of membrane [GO:0016021]; linoleoyl-CoA desaturase activity [GO:0016213]; lipid metabolic process [GO:0006629]	fadsd6
A0A1S3PDU4	A0A1S3PDU4_SALSA	zymogen granule membrane protein 16-like			LOC106584755
A0A1S3PDU9	A0A1S3PDU9_SALSA	potassium voltage-gated channel subfamily C member 1-like isoform X2	GO:0005249; GO:0008076; GO:0034765; GO:0051260	voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	LOC106584763
A0A1S3PDV2	A0A1S3PDV2_SALSA	potassium voltage-gated channel subfamily C member 1-like isoform X1	GO:0005249; GO:0008076; GO:0034765; GO:0051260	voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	LOC106584763
A0A1S3PE21	A0A1S3PE21_SALSA	delta-5 fatty acyl desaturase isoform X1	GO:0006629; GO:0016021; GO:0016491	integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]; lipid metabolic process [GO:0006629]	fadsd5
Q8QGE2	Q8QGE2_SALSA	Delta-5 Fatty Acyl desaturase	GO:0006636; GO:0016021; GO:0016491; GO:0036109	integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]; alpha-linolenic acid metabolic process [GO:0036109]; unsaturated fatty acid biosynthetic process [GO:0006636]	Fadsd5 fadsd5
B5XFJ6	B5XFJ6_SALSA	C-C motif chemokine 28 precursor	GO:0005576; GO:0006955; GO:0008009	extracellular region [GO:0005576]; chemokine activity [GO:0008009]; immune response [GO:0006955]	CCL28 ccl28
A0A1S3PEM3	A0A1S3PEM3_SALSA	fatty acid-binding protein, liver-type isoform X1	GO:0005504	fatty acid binding [GO:0005504]	fabpl
B5X785	B5X785_SALSA	Fatty acid-binding protein, liver-type	GO:0005504	fatty acid binding [GO:0005504]	FABPL fabpl
A0A1S3PFS4	A0A1S3PFS4_SALSA	Phosphotransferase (EC 2.7.1.-)	GO:0001678; GO:0004340; GO:0005524; GO:0005536; GO:0005623; GO:0006096; GO:0032024	cell [GO:0005623]; ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; cellular glucose homeostasis [GO:0001678]; glycolytic process [GO:0006096]; positive regulation of insulin secretion [GO:0032024]	LOC106585167
A0A1S3PFZ8	A0A1S3PFZ8_SALSA	Phosphotransferase (EC 2.7.1.-)	GO:0001678; GO:0004340; GO:0005524; GO:0005536; GO:0005623; GO:0006096; GO:0032024	cell [GO:0005623]; ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; cellular glucose homeostasis [GO:0001678]; glycolytic process [GO:0006096]; positive regulation of insulin secretion [GO:0032024]	LOC106585167
A0A1S3PG02	A0A1S3PG02_SALSA	Phosphotransferase (EC 2.7.1.-)	GO:0001678; GO:0004340; GO:0005524; GO:0005536; GO:0005623; GO:0006096; GO:0032024	cell [GO:0005623]; ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; cellular glucose homeostasis [GO:0001678]; glycolytic process [GO:0006096]; positive regulation of insulin secretion [GO:0032024]	LOC106585167
A0A1S3PGK8	A0A1S3PGK8_SALSA	Phosphotransferase (EC 2.7.1.-)	GO:0001678; GO:0004340; GO:0005524; GO:0005536; GO:0005623; GO:0006096; GO:0032024	cell [GO:0005623]; ATP binding [GO:0005524]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; cellular glucose homeostasis [GO:0001678]; glycolytic process [GO:0006096]; positive regulation of insulin secretion [GO:0032024]	LOC106585167
A0A1S3PFS3	A0A1S3PFS3_SALSA	lysyl oxidase homolog 2B-like	GO:0005044; GO:0005507; GO:0016020; GO:0016641	membrane [GO:0016020]; copper ion binding [GO:0005507]; oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor [GO:0016641]; scavenger receptor activity [GO:0005044]	LOC106585132
A0A1S3PFF1	A0A1S3PFF1_SALSA	piwi-like protein 2	GO:0003676; GO:0031047	nucleic acid binding [GO:0003676]; gene silencing by RNA [GO:0031047]	piwil2
A0A1S3PIG7	A0A1S3PIG7_SALSA	long-chain-fatty-acid--CoA ligase 1-like isoform X1	GO:0016874	ligase activity [GO:0016874]	LOC106585590
A0A1S3PIH5	A0A1S3PIH5_SALSA	long-chain-fatty-acid--CoA ligase 1-like isoform X2	GO:0016874	ligase activity [GO:0016874]	LOC106585590
A0A1S3PIG9	A0A1S3PIG9_SALSA	indoleamine 2,3-dioxygenase 2-like	GO:0019441; GO:0020037; GO:0046872; GO:0051213	dioxygenase activity [GO:0051213]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; tryptophan catabolic process to kynurenine [GO:0019441]	LOC106585586
A0A1S3PIB3	A0A1S3PIB3_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PIC4	A0A1S3PIC4_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PIC8	A0A1S3PIC8_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PID5	A0A1S3PID5_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PID9	A0A1S3PID9_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PIH1	A0A1S3PIH1_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PIH6	A0A1S3PIH6_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PJ26	A0A1S3PJ26_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PJ29	A0A1S3PJ29_SALSA	Fibroblast growth factor receptor (EC 2.7.10.1)	GO:0005007; GO:0005524; GO:0008284; GO:0016021	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; positive regulation of cell population proliferation [GO:0008284]	LOC106585563
A0A1S3PIF0	A0A1S3PIF0_SALSA	coxsackievirus and adenovirus receptor homolog	GO:0016021	integral component of membrane [GO:0016021]	LOC106585574
A0A1S3PI41	A0A1S3PI41_SALSA	frizzled-10-like	GO:0007275; GO:0016021; GO:0042813	integral component of membrane [GO:0016021]; Wnt-activated receptor activity [GO:0042813]; multicellular organism development [GO:0007275]	LOC106585529
A0A1S3PI55	A0A1S3PI55_SALSA	piwi-like protein 1	GO:0007286; GO:0031047; GO:0034584	piRNA binding [GO:0034584]; gene silencing by RNA [GO:0031047]; spermatid development [GO:0007286]	piwil1
A0A1S3PI32	A0A1S3PI32_SALSA	coiled-coil domain-containing protein 92-like			LOC106585518
A0A1S3PHT9	A0A1S3PHT9_SALSA	Phospholipase A(2) (EC 3.1.1.4)	GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482; GO:0102567; GO:0102568	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; phospholipase A2 activity [GO:0004623]; phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine) [GO:0102567]; phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine) [GO:0102568]; arachidonic acid secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644]	LOC106585490
A0A1S3PHS8	A0A1S3PHS8_SALSA	CD209 antigen-like protein C isoform X3	GO:0030246	carbohydrate binding [GO:0030246]	LOC106585488
A0A1S3PHT5	A0A1S3PHT5_SALSA	C-type lectin domain family 4 member E-like isoform X1	GO:0016021; GO:0030246	integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]	LOC106585488
A0A1S3PHX9	A0A1S3PHX9_SALSA	C-type lectin domain family 4 member E-like isoform X5	GO:0030246	carbohydrate binding [GO:0030246]	LOC106585488
A0A1S3PHZ0	A0A1S3PHZ0_SALSA	C-type lectin domain family 4 member E-like isoform X4	GO:0016021; GO:0030246	integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]	LOC106585488
A0A1S3PIK1	A0A1S3PIK1_SALSA	C-type lectin domain family 4 member E-like isoform X2	GO:0016021; GO:0030246	integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]	LOC106585488
A0A1S3PH14	A0A1S3PH14_SALSA	uncharacterized protein LOC106585336 isoform X2			LOC106585336
A0A1S3PH35	A0A1S3PH35_SALSA	uncharacterized protein LOC106585336 isoform X1			LOC106585336
A0A1S3PHQ5	A0A1S3PHQ5_SALSA	uncharacterized protein LOC106585477 isoform X2			LOC106585477
A0A1S3PIH9	A0A1S3PIH9_SALSA	uncharacterized protein LOC106585477 isoform X1			LOC106585477
A0A1S3PHR1	A0A1S3PHR1_SALSA	citron Rho-interacting kinase-like isoform X3	GO:0016301; GO:0035556; GO:0046872	kinase activity [GO:0016301]; metal ion binding [GO:0046872]; intracellular signal transduction [GO:0035556]	LOC106585475
A0A1S3PHU5	A0A1S3PHU5_SALSA	citron Rho-interacting kinase-like isoform X2	GO:0016301; GO:0035556; GO:0046872	kinase activity [GO:0016301]; metal ion binding [GO:0046872]; intracellular signal transduction [GO:0035556]	LOC106585475
A0A1S3PHW8	A0A1S3PHW8_SALSA	citron Rho-interacting kinase-like isoform X1	GO:0016301; GO:0035556; GO:0046872	kinase activity [GO:0016301]; metal ion binding [GO:0046872]; intracellular signal transduction [GO:0035556]	LOC106585475
A0A1S3PHJ3	A0A1S3PHJ3_SALSA	phosphatidylinositol 4-phosphate 5-kinase-like protein 1 isoform X3	GO:0005524; GO:0016307	ATP binding [GO:0005524]; phosphatidylinositol phosphate kinase activity [GO:0016307]	LOC106585448
A0A1S3PHJ4	A0A1S3PHJ4_SALSA	phosphatidylinositol 4-phosphate 5-kinase-like protein 1 isoform X1	GO:0005524; GO:0016307	ATP binding [GO:0005524]; phosphatidylinositol phosphate kinase activity [GO:0016307]	LOC106585448
A0A1S3PHQ4	A0A1S3PHQ4_SALSA	phosphatidylinositol 4-phosphate 5-kinase-like protein 1 isoform X4	GO:0005524; GO:0016307	ATP binding [GO:0005524]; phosphatidylinositol phosphate kinase activity [GO:0016307]	LOC106585448
A0A1S3PIB8	A0A1S3PIB8_SALSA	phosphatidylinositol 4-phosphate 5-kinase-like protein 1 isoform X2	GO:0005524; GO:0016307	ATP binding [GO:0005524]; phosphatidylinositol phosphate kinase activity [GO:0016307]	LOC106585448
A0A1S3PHL6	A0A1S3PHL6_SALSA	arrestin domain-containing protein 1-like			LOC106585430
A0A1S3PHF5	A0A1S3PHF5_SALSA	uncharacterized protein LOC106585433 isoform X2			LOC106585433
A0A1S3PHL7	A0A1S3PHL7_SALSA	uncharacterized protein LOC106585433 isoform X3			LOC106585433
